smiles,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold,split,SMILES,pC20_normalised,pCMC_normalised,SMILES_canonical,SurfTen,MolLogP,true_composite
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.80134291304558,35.67,1.92e-06,0.86,36.33,4.29793610878026,4.0,train,CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC,0.2018371055094065,0.575134385121466,CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC,400.73212,12.782999999999983,0.7420643715613071
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,3.69897000433602,50.0,4.49e-07,3.7,22.0,4.0,7.0,train,CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12,-0.043990407914676,0.4837189055568321,CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12,395.67322,18.72279999999998,0.7416482055356535
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,4.34678748622466,41.5,4.46e-06,3.39,30.96,6.14,6.0,train,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1,1.7217266811661065,1.0621975921907822,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1,422.58313,7.250600000000008,0.7412397101076099
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.41005039867429,40.0,3.78e-07,4.38,32.0,5.1,4.0,train,CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC,0.8636211799305857,0.2257236542728805,CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC,366.83868,9.9132,0.7402111441933082
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.9208000000001,39.4,,,32.57,,7.0,train,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,,0.6818054471142748,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,406.95575,14.44239999999997,0.7397778856306969
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25.0,3.40120949323689,40.9,1.207e-06,1.38,31.1,4.994,8.0,train,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)CC1,0.7761604269200424,0.217829030387196,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)CC1,376.52383,12.00159999999999,0.738595989385137
CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.49498575991589,,,,,,9.0,train,CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1,,1.194533543478152,CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1,427.9405,15.510799999999964,0.7379879249578222
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.63078414258986,43.5,3.22e-06,0.05,28.89,1.46,2.0,train,CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1,-2.139748074393736,0.4228312807972657,CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1,393.29996,8.722000000000007,0.7376877021961454
CCCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25.0,3.38997897533586,,,,,,3.0,train,CCCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1,,0.2078005649208628,CCCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1,262.27222,6.005200000000007,0.7365391663986915
CCCCCCCCCCCCN(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)CO,non-ionic,25.0,5.42021640338319,32.0,2.52e-06,0.66,40.0,6.9,5.0,train,CCCCCCCCCCCCN(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)CO,2.348803778222833,2.02073262335796,CCCCCCCCCCCCN(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)CO,442.82822,1.3166000000000058,0.7354823498455623
CCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.88605664769316,38.0,,,33.97,,4.0,train,CCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1,,0.6507808308084828,CCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1,406.7449,12.389999999999985,0.7353935940440414
CCCCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.30102999566398,40.5,2.32e-06,0.71,31.46,4.7,,test,CCCCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,0.5335806025323091,1.0213377299869442,CCCCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,422.9962,12.68199999999998,0.7339094973544515
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.93554201077308,41.0,8.8e-07,1.89,30.97,4.66537891816025,4.0,train,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCC,0.5050146979309483,0.6949695547043243,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCC,409.50616,14.44239999999997,0.7333798185489092
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.54975089168064,37.0,8.73e-07,1.9,34.3,6.1,6.0,train,CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC,1.6887226234262789,1.2434369188613648,CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC,430.7244,8.671500000000007,0.7328993651772021
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC.[Br-],cationic,25.0,4.06550154875643,34.6,8.3e-07,1.99,37.19,6.42,1.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC,1.9527550853449005,0.8110189435367894,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC,414.94846,10.751499999999997,0.73277301369337
CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.10601643278815,,,,,,6.0,train,CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC,,0.8471973387777886,CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC,416.50284,8.668300000000007,0.7327135353843027
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.301,,,,,,0.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCCCC,,1.0213109448927022,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCCCC,423.72046,11.171199999999994,0.7311131060698578
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,5.50863830616573,39.8,2.05e-06,0.81,32.2,6.55105902071676,0.0,train,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.0608920725214315,2.0996903354008576,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,443.7679,5.709000000000014,0.7308921647087924
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25.0,4.21467016498923,43.4,7.7e-07,2.16,28.6,4.9,1.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1,0.6986008912314478,0.944221377274426,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1,421.38925,13.041799999999984,0.7290383949405892
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC.COS(=O)(=O)[O-].[Cl-].[Cl-],gemini cationic,25.0,3.50445566245355,32.6,,,39.37,,5.0,train,CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC,,0.3100243014908967,CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC,389.47272,6.534200000000009,0.7275528311855166
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1.[Br-].[Br-],gemini cationic,25.0,4.0,,,,,,3.0,train,CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,,0.752528317771888,CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,414.2161,12.132399999999986,0.726333405217303
COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,3.86966623150499,23.1,3.92e-06,0.48,49.4,5.08,2.0,train,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,0.8471191510606723,0.6361447539890148,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,408.8479,5.054000000000007,0.7260439115348889
CCCCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.37000000000009,36.4,2.22e-06,0.8,35.6,3.78028669388261,,test,CCCCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1,-0.2252761739473457,0.1899600284493339,CCCCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1,381.4125,10.305299999999995,0.7258166671533216
CCCCCCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.52,33.9,2.17e-06,0.82,38.1,4.0070063787542,2.0,train,CCCCCCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1,-0.038209434690908,0.3239048592403571,CCCCCCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1,391.24033,11.475599999999991,0.7251871193207751
CCCCCCCCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,,3.714099168777466,46.0,,,,,0.0,train,CCCCCCCCCCCCCCCCOCC[n+]1ccccc1,,,CCCCCCCCCCCCCCCCOCC[n+]1ccccc1,401.8865,6.472000000000007,0.724977621968287
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.82390874094432,35.0,1.09e-06,1.75,34.3,6.2,1.0,train,CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,1.7712327677758484,0.5952848917851852,CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,407.7472,9.061600000000004,0.7229420551846547
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.22797183467515,,,,,,0.0,train,CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,,0.95609930990989,CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,424.17435,9.4485,0.7201761868960425
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.58703572800334,,,,,,0.0,train,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1,,0.3837654542027959,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1,396.9502,7.553400000000009,0.719736232767234
CCCCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.07099001450604,,,,,,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCCCC,,0.815919954311018,CCCCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCCCC,418.8514,9.263200000000005,0.7195447160091554
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.04575749056068,40.9,1.24e-06,1.34,31.1,3.99,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1,-0.0522414223496327,0.7933881799757267,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1,418.22012,11.327999999999992,0.7184291835900731
C[SiH](O[SiH](C)O[SiH](C)O[Si](C)(CCCOCC1CO1)O[Si](C)(C)C)O[SiH](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,non-ionic,25.0,3.44855000202712,29.7,4.4e-07,3.78,42.3,3.42,4.0,train,C[SiH](O[SiH](C)O[SiH](C)O[Si](C)(CCCOCC1CO1)O[Si](C)(C)C)O[SiH](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-0.5225492451421779,0.2601024733170097,C[SiH](O[SiH](C)O[SiH](C)O[Si](C)(CCCOCC1CO1)O[Si](C)(C)C)O[SiH](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,389.9837,5.908100000000005,0.7164824068284031
CCCCCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25.0,3.2800061736324,,,,,,,test,CCCCCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,,0.1095986428155731,CCCCCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,264.74564,6.395300000000007,0.7160859942682674
CCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.40000000000011,35.2,2.19e-06,0.82,36.77,3.84789991028703,4.0,train,CCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1,-0.1694884114926718,0.2167489946075727,CCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1,387.45905,10.695399999999996,0.7149449822234385
CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.92081875395238,38.0,1.62e-06,1.03,34.0,4.42539735659042,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC,0.3070055650673312,0.6818221937473736,CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC,414.49866,10.473199999999997,0.7142940821156697
CCCCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.80966830182971,36.2,,,35.77,,4.0,train,CCCCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCCCC)c2)c1,,1.475534209008558,CCCCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCCCC)c2)c1,441.50555,11.30779999999999,0.7139330927280338
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,5.4089353929735,44.8,1.38e-06,1.2,27.2,6.32281812918004,0.0,train,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.87257018344974,2.010659069821436,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,447.62335,5.808600000000019,0.7117490830075823
CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,25.0,3.82390874094432,,,,,,,test,CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.5952848917851852,CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,411.21906,4.802500000000003,0.7115044714352904
CCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.25000000000004,38.1,2.24e-06,0.8,33.9,3.6123118933101,,test,CCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,-0.3638724243706245,0.0828041638164067,CCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,372.8661,9.525100000000002,0.7104030798675891
CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.04575749056068,34.0,3.43e-06,0.48,38.0,5.97,5.0,train,CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,1.5814594357718386,1.6863537185830826,CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,447.29504,5.158600000000004,0.709759874421439
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,4.404263973236084,30.6,,,,,1.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC,,,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC,432.56055,13.52879999999998,0.7083311079209177
CCCCCCCCCCCCCCCCCCCCCCCCCCCC[C@]1(C)C[C@@](C)(O)CC(=O)O1,non-ionic,25.0,3.22199353857649,,,,,,7.0,val,CCCCCCCCCCCCCCCCCCCCCCCCCCCC[C@]1(C)C[C@@](C)(O)CC(=O)O1,,0.0577953589068402,CCCCCCCCCCCCCCCCCCCCCCCCCCCC[C@]1(C)C[C@@](C)(O)CC(=O)O1,314.15112,11.385699999999987,0.7050575669116118
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.20197120659593,,,,,,0.0,train,CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,,0.9328816450530002,CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,427.79245,9.058400000000004,0.702972700880171
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.39040559077478,33.1,1.13e-06,1.47,38.9,5.53,2.0,train,CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1,1.218414800633734,1.101147056413412,CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1,433.499,9.4556,0.7028291193709905
C=CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,,3.209118604660034,34.0,,,,,0.0,train,C=CC[N+](C)(C)CCCCCCCCCCCCCCCC,,,C=CC[N+](C)(C)CCCCCCCCCCCCCCCC,356.971,6.730100000000008,0.7025865194069254
CCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25.0,3.20802879897923,,,,,,1.0,train,CCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1,,0.0453253276908615,CCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1,307.38547,5.615100000000006,0.7023769571924506
CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,non-ionic,23.0,3.20065945054642,,,,,,1.0,train,CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,,0.0387447534983721,CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,344.97736,4.725300000000013,0.7009582374246872
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.19380000000005,,,,,,1.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCCCC,,0.0326195005466824,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCCCC,324.3682,12.81359999999998,0.6996350961397463
CCCCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.6779875614176,,,,,,5.0,train,CCCCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,,1.3579478457222431,CCCCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,441.83054,12.759899999999982,0.6986032317097659
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,4.65955588515988,34.3,1.38e-06,1.2,37.7,5.42,5.0,train,CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C,1.1276536418492078,1.3414889940053314,CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C,441.68997,10.0736,0.6972867810038682
